Hospital,Mortality,Safety,Readmission,Patient,Effective,Timeliness,Efficient
633,633,5438,10243,15048,19853,24658,29463
634,634,5439,10244,15049,19854,24659,29464
635,635,5440,10245,15050,19855,24660,29465
636,636,5441,10246,15051,19856,24661,29466
637,637,5442,10247,15052,19857,24662,29467
638,638,5443,10248,15053,19858,24663,29468
639,639,5444,10249,15054,19859,24664,29469
640,640,5445,10250,15055,19860,24665,29470
641,641,5446,10251,15056,19861,24666,29471
642,642,5447,10252,15057,19862,24667,29472
643,643,5448,10253,15058,19863,24668,29473
644,644,5449,10254,15059,19864,24669,29474
645,645,5450,10255,15060,19865,24670,29475
646,646,5451,10256,15061,19866,24671,29476
647,647,5452,10257,15062,19867,24672,29477
648,648,5453,10258,15063,19868,24673,29478
649,649,5454,10259,15064,19869,24674,29479
650,650,5455,10260,15065,19870,24675,29480
651,651,5456,10261,15066,19871,24676,29481
652,652,5457,10262,15067,19872,24677,29482
653,653,5458,10263,15068,19873,24678,29483
654,654,5459,10264,15069,19874,24679,29484
655,655,5460,10265,15070,19875,24680,29485
656,656,5461,10266,15071,19876,24681,29486
657,657,5462,10267,15072,19877,24682,29487
658,658,5463,10268,15073,19878,24683,29488
659,659,5464,10269,15074,19879,24684,29489
660,660,5465,10270,15075,19880,24685,29490
661,661,5466,10271,15076,19881,24686,29491
662,662,5467,10272,15077,19882,24687,29492
663,663,5468,10273,15078,19883,24688,29493
664,664,5469,10274,15079,19884,24689,29494
665,665,5470,10275,15080,19885,24690,29495
666,666,5471,10276,15081,19886,24691,29496
667,667,5472,10277,15082,19887,24692,29497
668,668,5473,10278,15083,19888,24693,29498
669,669,5474,10279,15084,19889,24694,29499
670,670,5475,10280,15085,19890,24695,29500
671,671,5476,10281,15086,19891,24696,29501
672,672,5477,10282,15087,19892,24697,29502
673,673,5478,10283,15088,19893,24698,29503
674,674,5479,10284,15089,19894,24699,29504
675,675,5480,10285,15090,19895,24700,29505
676,676,5481,10286,15091,19896,24701,29506
677,677,5482,10287,15092,19897,24702,29507
678,678,5483,10288,15093,19898,24703,29508
679,679,5484,10289,15094,19899,24704,29509
680,680,5485,10290,15095,19900,24705,29510
681,681,5486,10291,15096,19901,24706,29511
682,682,5487,10292,15097,19902,24707,29512
683,683,5488,10293,15098,19903,24708,29513
684,684,5489,10294,15099,19904,24709,29514
685,685,5490,10295,15100,19905,24710,29515
686,686,5491,10296,15101,19906,24711,29516
687,687,5492,10297,15102,19907,24712,29517
688,688,5493,10298,15103,19908,24713,29518
689,689,5494,10299,15104,19909,24714,29519
690,690,5495,10300,15105,19910,24715,29520
691,691,5496,10301,15106,19911,24716,29521
692,692,5497,10302,15107,19912,24717,29522
693,693,5498,10303,15108,19913,24718,29523
694,694,5499,10304,15109,19914,24719,29524
695,695,5500,10305,15110,19915,24720,29525
696,696,5501,10306,15111,19916,24721,29526
697,697,5502,10307,15112,19917,24722,29527
698,698,5503,10308,15113,19918,24723,29528
699,699,5504,10309,15114,19919,24724,29529
700,700,5505,10310,15115,19920,24725,29530
701,701,5506,10311,15116,19921,24726,29531
702,702,5507,10312,15117,19922,24727,29532
703,703,5508,10313,15118,19923,24728,29533
704,704,5509,10314,15119,19924,24729,29534
705,705,5510,10315,15120,19925,24730,29535
706,706,5511,10316,15121,19926,24731,29536
707,707,5512,10317,15122,19927,24732,29537
708,708,5513,10318,15123,19928,24733,29538
709,709,5514,10319,15124,19929,24734,29539
710,710,5515,10320,15125,19930,24735,29540
711,711,5516,10321,15126,19931,24736,29541
712,712,5517,10322,15127,19932,24737,29542
713,713,5518,10323,15128,19933,24738,29543
714,714,5519,10324,15129,19934,24739,29544
715,715,5520,10325,15130,19935,24740,29545
716,716,5521,10326,15131,19936,24741,29546
717,717,5522,10327,15132,19937,24742,29547
718,718,5523,10328,15133,19938,24743,29548
719,719,5524,10329,15134,19939,24744,29549
720,720,5525,10330,15135,19940,24745,29550
721,721,5526,10331,15136,19941,24746,29551
722,722,5527,10332,15137,19942,24747,29552
723,723,5528,10333,15138,19943,24748,29553
724,724,5529,10334,15139,19944,24749,29554
725,725,5530,10335,15140,19945,24750,29555
726,726,5531,10336,15141,19946,24751,29556
727,727,5532,10337,15142,19947,24752,29557
728,728,5533,10338,15143,19948,24753,29558
729,729,5534,10339,15144,19949,24754,29559
730,730,5535,10340,15145,19950,24755,29560
731,731,5536,10341,15146,19951,24756,29561
732,732,5537,10342,15147,19952,24757,29562
733,733,5538,10343,15148,19953,24758,29563
734,734,5539,10344,15149,19954,24759,29564
735,735,5540,10345,15150,19955,24760,29565
736,736,5541,10346,15151,19956,24761,29566
737,737,5542,10347,15152,19957,24762,29567
738,738,5543,10348,15153,19958,24763,29568
739,739,5544,10349,15154,19959,24764,29569
740,740,5545,10350,15155,19960,24765,29570
741,741,5546,10351,15156,19961,24766,29571
742,742,5547,10352,15157,19962,24767,29572
743,743,5548,10353,15158,19963,24768,29573
744,744,5549,10354,15159,19964,24769,29574
745,745,5550,10355,15160,19965,24770,29575
746,746,5551,10356,15161,19966,24771,29576
747,747,5552,10357,15162,19967,24772,29577
748,748,5553,10358,15163,19968,24773,29578
749,749,5554,10359,15164,19969,24774,29579
750,750,5555,10360,15165,19970,24775,29580
751,751,5556,10361,15166,19971,24776,29581
752,752,5557,10362,15167,19972,24777,29582
753,753,5558,10363,15168,19973,24778,29583
754,754,5559,10364,15169,19974,24779,29584
755,755,5560,10365,15170,19975,24780,29585
756,756,5561,10366,15171,19976,24781,29586
757,757,5562,10367,15172,19977,24782,29587
758,758,5563,10368,15173,19978,24783,29588
759,759,5564,10369,15174,19979,24784,29589
760,760,5565,10370,15175,19980,24785,29590
761,761,5566,10371,15176,19981,24786,29591
762,762,5567,10372,15177,19982,24787,29592
763,763,5568,10373,15178,19983,24788,29593
764,764,5569,10374,15179,19984,24789,29594
765,765,5570,10375,15180,19985,24790,29595
766,766,5571,10376,15181,19986,24791,29596
767,767,5572,10377,15182,19987,24792,29597
768,768,5573,10378,15183,19988,24793,29598
769,769,5574,10379,15184,19989,24794,29599
770,770,5575,10380,15185,19990,24795,29600
771,771,5576,10381,15186,19991,24796,29601
772,772,5577,10382,15187,19992,24797,29602
773,773,5578,10383,15188,19993,24798,29603
774,774,5579,10384,15189,19994,24799,29604
775,775,5580,10385,15190,19995,24800,29605
776,776,5581,10386,15191,19996,24801,29606
777,777,5582,10387,15192,19997,24802,29607
778,778,5583,10388,15193,19998,24803,29608
779,779,5584,10389,15194,19999,24804,29609
780,780,5585,10390,15195,20000,24805,29610
781,781,5586,10391,15196,20001,24806,29611
782,782,5587,10392,15197,20002,24807,29612
783,783,5588,10393,15198,20003,24808,29613
784,784,5589,10394,15199,20004,24809,29614
785,785,5590,10395,15200,20005,24810,29615
786,786,5591,10396,15201,20006,24811,29616
787,787,5592,10397,15202,20007,24812,29617
788,788,5593,10398,15203,20008,24813,29618
789,789,5594,10399,15204,20009,24814,29619
790,790,5595,10400,15205,20010,24815,29620
791,791,5596,10401,15206,20011,24816,29621
792,792,5597,10402,15207,20012,24817,29622
793,793,5598,10403,15208,20013,24818,29623
794,794,5599,10404,15209,20014,24819,29624
795,795,5600,10405,15210,20015,24820,29625
796,796,5601,10406,15211,20016,24821,29626
797,797,5602,10407,15212,20017,24822,29627
798,798,5603,10408,15213,20018,24823,29628
799,799,5604,10409,15214,20019,24824,29629
800,800,5605,10410,15215,20020,24825,29630
801,801,5606,10411,15216,20021,24826,29631
802,802,5607,10412,15217,20022,24827,29632
803,803,5608,10413,15218,20023,24828,29633
804,804,5609,10414,15219,20024,24829,29634
805,805,5610,10415,15220,20025,24830,29635
806,806,5611,10416,15221,20026,24831,29636
807,807,5612,10417,15222,20027,24832,29637
808,808,5613,10418,15223,20028,24833,29638
809,809,5614,10419,15224,20029,24834,29639
810,810,5615,10420,15225,20030,24835,29640
811,811,5616,10421,15226,20031,24836,29641
812,812,5617,10422,15227,20032,24837,29642
813,813,5618,10423,15228,20033,24838,29643
814,814,5619,10424,15229,20034,24839,29644
815,815,5620,10425,15230,20035,24840,29645
816,816,5621,10426,15231,20036,24841,29646
817,817,5622,10427,15232,20037,24842,29647
818,818,5623,10428,15233,20038,24843,29648
819,819,5624,10429,15234,20039,24844,29649
820,820,5625,10430,15235,20040,24845,29650
821,821,5626,10431,15236,20041,24846,29651
822,822,5627,10432,15237,20042,24847,29652
823,823,5628,10433,15238,20043,24848,29653
824,824,5629,10434,15239,20044,24849,29654
825,825,5630,10435,15240,20045,24850,29655
826,826,5631,10436,15241,20046,24851,29656
827,827,5632,10437,15242,20047,24852,29657
828,828,5633,10438,15243,20048,24853,29658
829,829,5634,10439,15244,20049,24854,29659
830,830,5635,10440,15245,20050,24855,29660
831,831,5636,10441,15246,20051,24856,29661
832,832,5637,10442,15247,20052,24857,29662
833,833,5638,10443,15248,20053,24858,29663
834,834,5639,10444,15249,20054,24859,29664
835,835,5640,10445,15250,20055,24860,29665
836,836,5641,10446,15251,20056,24861,29666
837,837,5642,10447,15252,20057,24862,29667
838,838,5643,10448,15253,20058,24863,29668
839,839,5644,10449,15254,20059,24864,29669
840,840,5645,10450,15255,20060,24865,29670
841,841,5646,10451,15256,20061,24866,29671
842,842,5647,10452,15257,20062,24867,29672
843,843,5648,10453,15258,20063,24868,29673
844,844,5649,10454,15259,20064,24869,29674
845,845,5650,10455,15260,20065,24870,29675
846,846,5651,10456,15261,20066,24871,29676
847,847,5652,10457,15262,20067,24872,29677
848,848,5653,10458,15263,20068,24873,29678
849,849,5654,10459,15264,20069,24874,29679
850,850,5655,10460,15265,20070,24875,29680
851,851,5656,10461,15266,20071,24876,29681
852,852,5657,10462,15267,20072,24877,29682
853,853,5658,10463,15268,20073,24878,29683
854,854,5659,10464,15269,20074,24879,29684
855,855,5660,10465,15270,20075,24880,29685
856,856,5661,10466,15271,20076,24881,29686
857,857,5662,10467,15272,20077,24882,29687
858,858,5663,10468,15273,20078,24883,29688
859,859,5664,10469,15274,20079,24884,29689
860,860,5665,10470,15275,20080,24885,29690
861,861,5666,10471,15276,20081,24886,29691
862,862,5667,10472,15277,20082,24887,29692
863,863,5668,10473,15278,20083,24888,29693
864,864,5669,10474,15279,20084,24889,29694
865,865,5670,10475,15280,20085,24890,29695
866,866,5671,10476,15281,20086,24891,29696
867,867,5672,10477,15282,20087,24892,29697
868,868,5673,10478,15283,20088,24893,29698
869,869,5674,10479,15284,20089,24894,29699
870,870,5675,10480,15285,20090,24895,29700
871,871,5676,10481,15286,20091,24896,29701
872,872,5677,10482,15287,20092,24897,29702
873,873,5678,10483,15288,20093,24898,29703
874,874,5679,10484,15289,20094,24899,29704
875,875,5680,10485,15290,20095,24900,29705
876,876,5681,10486,15291,20096,24901,29706
877,877,5682,10487,15292,20097,24902,29707
878,878,5683,10488,15293,20098,24903,29708
879,879,5684,10489,15294,20099,24904,29709
880,880,5685,10490,15295,20100,24905,29710
881,881,5686,10491,15296,20101,24906,29711
882,882,5687,10492,15297,20102,24907,29712
883,883,5688,10493,15298,20103,24908,29713
884,884,5689,10494,15299,20104,24909,29714
885,885,5690,10495,15300,20105,24910,29715
886,886,5691,10496,15301,20106,24911,29716
887,887,5692,10497,15302,20107,24912,29717
888,888,5693,10498,15303,20108,24913,29718
889,889,5694,10499,15304,20109,24914,29719
890,890,5695,10500,15305,20110,24915,29720
891,891,5696,10501,15306,20111,24916,29721
892,892,5697,10502,15307,20112,24917,29722
893,893,5698,10503,15308,20113,24918,29723
894,894,5699,10504,15309,20114,24919,29724
895,895,5700,10505,15310,20115,24920,29725
896,896,5701,10506,15311,20116,24921,29726
897,897,5702,10507,15312,20117,24922,29727
898,898,5703,10508,15313,20118,24923,29728
899,899,5704,10509,15314,20119,24924,29729
900,900,5705,10510,15315,20120,24925,29730
901,901,5706,10511,15316,20121,24926,29731
902,902,5707,10512,15317,20122,24927,29732
903,903,5708,10513,15318,20123,24928,29733
904,904,5709,10514,15319,20124,24929,29734
905,905,5710,10515,15320,20125,24930,29735
906,906,5711,10516,15321,20126,24931,29736
907,907,5712,10517,15322,20127,24932,29737
908,908,5713,10518,15323,20128,24933,29738
909,909,5714,10519,15324,20129,24934,29739
910,910,5715,10520,15325,20130,24935,29740
911,911,5716,10521,15326,20131,24936,29741
912,912,5717,10522,15327,20132,24937,29742
913,913,5718,10523,15328,20133,24938,29743
914,914,5719,10524,15329,20134,24939,29744
915,915,5720,10525,15330,20135,24940,29745
916,916,5721,10526,15331,20136,24941,29746
917,917,5722,10527,15332,20137,24942,29747
918,918,5723,10528,15333,20138,24943,29748
919,919,5724,10529,15334,20139,24944,29749
920,920,5725,10530,15335,20140,24945,29750
921,921,5726,10531,15336,20141,24946,29751
922,922,5727,10532,15337,20142,24947,29752
923,923,5728,10533,15338,20143,24948,29753
924,924,5729,10534,15339,20144,24949,29754
925,925,5730,10535,15340,20145,24950,29755
926,926,5731,10536,15341,20146,24951,29756
927,927,5732,10537,15342,20147,24952,29757
928,928,5733,10538,15343,20148,24953,29758
929,929,5734,10539,15344,20149,24954,29759
930,930,5735,10540,15345,20150,24955,29760
931,931,5736,10541,15346,20151,24956,29761
932,932,5737,10542,15347,20152,24957,29762
933,933,5738,10543,15348,20153,24958,29763
934,934,5739,10544,15349,20154,24959,29764
935,935,5740,10545,15350,20155,24960,29765
936,936,5741,10546,15351,20156,24961,29766
937,937,5742,10547,15352,20157,24962,29767
938,938,5743,10548,15353,20158,24963,29768
939,939,5744,10549,15354,20159,24964,29769
940,940,5745,10550,15355,20160,24965,29770
941,941,5746,10551,15356,20161,24966,29771
942,942,5747,10552,15357,20162,24967,29772
943,943,5748,10553,15358,20163,24968,29773
944,944,5749,10554,15359,20164,24969,29774
945,945,5750,10555,15360,20165,24970,29775
946,946,5751,10556,15361,20166,24971,29776
947,947,5752,10557,15362,20167,24972,29777
948,948,5753,10558,15363,20168,24973,29778
949,949,5754,10559,15364,20169,24974,29779
950,950,5755,10560,15365,20170,24975,29780
951,951,5756,10561,15366,20171,24976,29781
952,952,5757,10562,15367,20172,24977,29782
953,953,5758,10563,15368,20173,24978,29783
954,954,5759,10564,15369,20174,24979,29784
955,955,5760,10565,15370,20175,24980,29785
956,956,5761,10566,15371,20176,24981,29786
957,957,5762,10567,15372,20177,24982,29787
958,958,5763,10568,15373,20178,24983,29788
959,959,5764,10569,15374,20179,24984,29789
960,960,5765,10570,15375,20180,24985,29790
961,961,5766,10571,15376,20181,24986,29791
962,962,5767,10572,15377,20182,24987,29792
963,963,5768,10573,15378,20183,24988,29793
964,964,5769,10574,15379,20184,24989,29794
965,965,5770,10575,15380,20185,24990,29795
966,966,5771,10576,15381,20186,24991,29796
967,967,5772,10577,15382,20187,24992,29797
968,968,5773,10578,15383,20188,24993,29798
969,969,5774,10579,15384,20189,24994,29799
970,970,5775,10580,15385,20190,24995,29800
971,971,5776,10581,15386,20191,24996,29801
972,972,5777,10582,15387,20192,24997,29802
973,973,5778,10583,15388,20193,24998,29803
974,974,5779,10584,15389,20194,24999,29804
975,975,5780,10585,15390,20195,25000,29805
976,976,5781,10586,15391,20196,25001,29806
977,977,5782,10587,15392,20197,25002,29807
978,978,5783,10588,15393,20198,25003,29808
979,979,5784,10589,15394,20199,25004,29809
980,980,5785,10590,15395,20200,25005,29810
981,981,5786,10591,15396,20201,25006,29811
982,982,5787,10592,15397,20202,25007,29812
983,983,5788,10593,15398,20203,25008,29813
984,984,5789,10594,15399,20204,25009,29814
985,985,5790,10595,15400,20205,25010,29815
986,986,5791,10596,15401,20206,25011,29816
987,987,5792,10597,15402,20207,25012,29817
988,988,5793,10598,15403,20208,25013,29818
989,989,5794,10599,15404,20209,25014,29819
990,990,5795,10600,15405,20210,25015,29820
991,991,5796,10601,15406,20211,25016,29821
992,992,5797,10602,15407,20212,25017,29822
993,993,5798,10603,15408,20213,25018,29823
994,994,5799,10604,15409,20214,25019,29824
995,995,5800,10605,15410,20215,25020,29825
996,996,5801,10606,15411,20216,25021,29826
997,997,5802,10607,15412,20217,25022,29827
998,998,5803,10608,15413,20218,25023,29828
999,999,5804,10609,15414,20219,25024,29829
1000,1000,5805,10610,15415,20220,25025,29830
1001,1001,5806,10611,15416,20221,25026,29831
1002,1002,5807,10612,15417,20222,25027,29832
1003,1003,5808,10613,15418,20223,25028,29833
1004,1004,5809,10614,15419,20224,25029,29834
1005,1005,5810,10615,15420,20225,25030,29835
1006,1006,5811,10616,15421,20226,25031,29836
1007,1007,5812,10617,15422,20227,25032,29837
1008,1008,5813,10618,15423,20228,25033,29838
1009,1009,5814,10619,15424,20229,25034,29839
1010,1010,5815,10620,15425,20230,25035,29840
1011,1011,5816,10621,15426,20231,25036,29841
1012,1012,5817,10622,15427,20232,25037,29842
1013,1013,5818,10623,15428,20233,25038,29843
1014,1014,5819,10624,15429,20234,25039,29844
1015,1015,5820,10625,15430,20235,25040,29845
1016,1016,5821,10626,15431,20236,25041,29846
1017,1017,5822,10627,15432,20237,25042,29847
1018,1018,5823,10628,15433,20238,25043,29848
1019,1019,5824,10629,15434,20239,25044,29849
1020,1020,5825,10630,15435,20240,25045,29850
1021,1021,5826,10631,15436,20241,25046,29851
1022,1022,5827,10632,15437,20242,25047,29852
1023,1023,5828,10633,15438,20243,25048,29853
1024,1024,5829,10634,15439,20244,25049,29854
1025,1025,5830,10635,15440,20245,25050,29855
1026,1026,5831,10636,15441,20246,25051,29856
1027,1027,5832,10637,15442,20247,25052,29857
1028,1028,5833,10638,15443,20248,25053,29858
1029,1029,5834,10639,15444,20249,25054,29859
1030,1030,5835,10640,15445,20250,25055,29860
1031,1031,5836,10641,15446,20251,25056,29861
1032,1032,5837,10642,15447,20252,25057,29862
1033,1033,5838,10643,15448,20253,25058,29863
1034,1034,5839,10644,15449,20254,25059,29864
1035,1035,5840,10645,15450,20255,25060,29865
1036,1036,5841,10646,15451,20256,25061,29866
1037,1037,5842,10647,15452,20257,25062,29867
1038,1038,5843,10648,15453,20258,25063,29868
1039,1039,5844,10649,15454,20259,25064,29869
1040,1040,5845,10650,15455,20260,25065,29870
1041,1041,5846,10651,15456,20261,25066,29871
1042,1042,5847,10652,15457,20262,25067,29872
1043,1043,5848,10653,15458,20263,25068,29873
1044,1044,5849,10654,15459,20264,25069,29874
1045,1045,5850,10655,15460,20265,25070,29875
1046,1046,5851,10656,15461,20266,25071,29876
1047,1047,5852,10657,15462,20267,25072,29877
1048,1048,5853,10658,15463,20268,25073,29878
1049,1049,5854,10659,15464,20269,25074,29879
1050,1050,5855,10660,15465,20270,25075,29880
1051,1051,5856,10661,15466,20271,25076,29881
1052,1052,5857,10662,15467,20272,25077,29882
1053,1053,5858,10663,15468,20273,25078,29883
1054,1054,5859,10664,15469,20274,25079,29884
1055,1055,5860,10665,15470,20275,25080,29885
1056,1056,5861,10666,15471,20276,25081,29886
1057,1057,5862,10667,15472,20277,25082,29887
